ConfirmedDate,LabNo,ALSC,Station,DepthMeters,SampleDate,Time,SO4,NO3,CI,F,ANC,DIC,DOC,SIO2,CA2+,MG2+,Na+,K+,NH4+,AL_TD,AL_TM,AL_OM,AL_IM,LABPH,AIREQPH,TRUCOLOR,SCONDUCT,TOTAL_PHOS,CHLOROPHYLL
2004.10.01,04X1548,040750A,1,0,2004.10.04,1135,3.200,0.169,0.340,0.096,99.380,1.590,6.565,6.660,2.650,0.560,0.560,0.390,0.036,203,74,61,13,6.560,7.060,70,23.50,,
2004.10.01,04X1549,040750A,2,0,2004.10.04,1210,4.040,0.004,0.180,0.056,134.310,1.980,4.716,3.110,3.970,0.430,0.320,0.250,0.043,48,35,30,5,6.753,7.340,25,27.50,,
2004.11.01,04X1647,040750A,1,0,2004.11.02,1010,4.080,0.263,0.430,0.093,71.870,1.240,4.688,6.660,2.420,0.510,0.590,0.350,0.017,156,57,55,2,6.470,6.910,45,23.60,,
2004.11.01,04X1648,040750A,2,0,2004.11.02,1050,3.910,0.112,0.200,0.055,142.460,2.040,4.828,3.030,4.030,0.450,0.340,0.260,0.066,146,30,31,0,6.890,7.280,25,28.00,,
2004.12.01,04X1763,040750A,2,0,2004.12.13,1148,4.270,2.039,0.290,0.058,45.820,1.230,3.150,4.040,2.830,0.400,0.280,0.240,0.002,119,60,55,5,6.235,6.690,25,23.70,,
2004.12.01,04X1760,040750A,91,0,2004.12.13,1105,4.380,1.241,0.240,0.091,23.530,0.550,5.294,5.610,1.960,0.370,0.460,0.230,-0.004,318,167,112,55,5.687,5.900,40,20.90,,
2004.12.01,04X1761,040750A,92,0,2004.12.13,1107,4.410,1.238,0.220,0.094,22.350,0.550,5.159,5.820,1.900,0.370,0.470,0.230,-0.005,317,171,117,54,5.736,5.900,40,20.60,,
2004.12.01,04X1762,040750A,93,0,2004.12.13,1109,4.390,1.238,0.220,0.092,22.790,0.540,5.078,5.950,1.990,0.370,0.460,0.230,-0.007,297,163,113,50,5.739,5.870,40,20.60,,
2005.01.01,05X0026,040750A,1,0,2005.01.05,1155,4.940,1.780,0.230,0.095,21.020,0.560,4.271,5.780,2.050,0.380,0.480,0.210,0.022,227,149,111,38,5.818,6.010,30,21.48,,
2005.01.01,05X0027,040750A,2,0,2005.01.05,1235,4.850,2.686,0.230,0.054,46.100,1.080,2.594,3.830,2.990,0.390,0.280,0.200,0.036,96,57,55,2,6.285,6.750,20,25.15,,
2005.02.01,05X0132,040750A,2,0,2005.02.03,1215,4.940,3.161,0.240,0.051,70.820,2.190,3.638,4.530,3.590,0.430,0.330,0.220,0.036,132,60,48,12,6.099,6.920,30,29.11,,
2005.02.01,05X0133,040750A,91,0,2005.02.03,1306,5.300,1.551,0.280,0.095,64.610,1.380,3.301,7.790,2.720,0.540,0.580,0.240,0.037,175,66,50,16,6.329,6.930,30,26.83,,
2005.02.01,05X0134,040750A,92,0,2005.02.03,1308,5.300,1.542,0.280,0.094,67.510,1.370,3.260,7.900,2.730,0.550,0.580,0.240,0.035,175,62,48,14,6.347,6.940,30,27.03,,
2005.02.01,05X0135,040750A,93,0,2005.02.03,1310,5.320,1.514,0.280,0.095,63.320,1.370,3.309,7.880,2.720,0.540,0.580,0.240,0.036,172,63,48,15,6.366,6.800,30,27.13,,
2005.03.01,05X0201,040750A,2,0,2005.03.02,1132,4.470,2.244,0.260,0.051,110.970,2.690,3.529,4.120,4.410,0.450,0.330,0.220,0.049,84,43,33,10,6.374,7.180,20,31.80,,
2005.03.01,05X0198,040750A,91,0,2005.03.02,1045,4.670,1.443,0.320,0.095,76.100,1.400,3.497,8.080,2.870,0.540,0.620,0.250,0.076,185,62,49,13,6.545,6.930,30,27.10,,
2005.03.01,05X0199,040750A,92,0,2005.03.02,1047,4.680,1.446,0.330,0.095,76.170,1.410,3.531,8.080,2.910,0.530,0.630,0.250,0.073,176,64,50,14,6.542,7.010,30,27.10,,
2005.03.01,05X0200,040750A,93,0,2005.03.02,1051,4.670,1.438,0.320,0.094,74.900,1.410,3.294,8.090,2.850,0.540,0.630,0.250,0.075,183,59,48,11,6.540,7.050,30,27.00,,
2005.04.01,05X0562,040750A,1,0,2005.04.06,1130,4.110,3.009,0.270,0.091,14.940,0.580,4.144,4.890,1.950,0.370,0.440,0.370,0.011,297,152,102,50,5.653,5.850,25,21.90,,
2005.04.01,05X0563,040750A,2,0,2005.04.06,1200,3.800,4.508,0.280,0.041,47.970,1.330,3.641,3.290,3.560,0.340,0.280,0.250,0.017,132,64,56,8,6.191,6.840,15,27.40,,
2005.05.01,05X0728,040750A,1,0,2005.05.05,1105,4.480,1.147,0.240,0.089,26.670,0.670,4.177,5.060,2.130,0.370,0.500,0.230,0.017,214,112,82,30,6.040,6.230,25,20.99,,
2005.05.01,05X0730,040750A,2,0,2005.05.05,1130,3.970,2.281,0.260,0.055,100.250,1.680,3.268,3.320,3.940,0.390,0.320,0.240,0.071,79,46,41,5,6.680,7.150,15,28.71,,
2005.06.01,05X0814,040750A,1,0,2005.06.06,1144,4.780,0.918,0.290,0.126,92.180,1.480,4.116,4.810,2.720,0.530,0.630,0.330,0.025,155,54,41,13,6.647,7.080,35,26.00,,
2005.06.01,05X0815,040750A,2,0,2005.06.06,1219,4.410,1.669,0.280,0.064,114.680,1.850,3.448,2.660,3.930,0.420,0.330,0.250,0.029,35,34,30,4,6.702,7.250,10,28.70,,
2005.07.01,05X1107,040750A,1,0,2005.07.13,1200,4.140,0.262,0.260,0.093,48.760,0.800,7.027,4.270,2.260,0.390,0.460,0.200,0.012,204,92,76,16,6.262,6.500,50,20.89,,
2005.07.01,05X1108,040750A,2,0,2005.07.13,1245,3.680,0.684,0.240,0.056,125.390,1.710,4.320,2.210,3.770,0.400,0.320,0.230,0.016,29,33,30,3,6.951,7.280,20,26.83,,
2005.08.01,05X1341,040750A,1,0,2005.08.04,1135,3.570,0.437,0.270,0.106,77.910,1.080,6.416,4.940,2.480,0.410,0.480,0.210,0.027,186,60,54,6,6.584,6.980,55,21.28,,
2005.08.01,05X1343,040750A,2,0,2005.08.04,1205,3.970,0.388,0.250,0.060,131.730,1.790,4.602,2.570,3.840,0.390,0.310,0.210,0.012,37,32,26,6,6.924,7.320,25,26.93,,
2005.09.01,05X1700,040750A,2,0,2005.09.14,1215,3.780,0.112,0.210,0.066,143.060,1.810,5.360,2.540,3.980,0.430,0.310,0.240,0.001,28,32,30,2,7.014,7.370,25,26.83,,
2005.09.01,05X1697,040750A,91,0,2005.09.14,1146,3.660,0.402,0.260,0.101,90.430,1.290,5.662,4.320,2.670,0.500,0.510,0.280,0.006,169,51,48,3,6.645,7.150,50,23.46,,
2005.09.01,05X1698,040750A,92,0,2005.09.14,1148,3.660,0.400,0.260,0.094,89.350,1.300,5.795,4.270,2.670,0.490,0.500,0.280,0.006,169,50,48,2,6.640,7.100,50,23.46,,
2005.09.01,05X1699,040750A,93,0,2005.09.14,1150,3.660,0.401,0.260,0.102,91.160,1.290,5.686,4.350,2.670,0.480,0.510,0.280,0.008,170,50,46,4,6.640,7.150,50,23.26,,
2005.10.01,05X1837,040750A,1,0,2005.10.04,1150,4.590,0.269,0.430,0.085,63.780,1.090,5.923,6.080,2.500,0.480,0.570,0.320,-0.007,183,69,55,14,6.412,6.880,40,23.63,,
2005.10.01,05X1838,040750A,2,0,2005.10.04,1220,3.680,0.090,0.220,0.055,155.230,2.360,5.194,2.910,4.230,0.440,0.320,0.260,0.041,18,29,25,4,6.894,7.410,25,28.99,,
2005.11.01,05X1951,040750A,1,0,2005.11.02,1158,4.900,0.450,0.320,0.079,31.330,0.650,5.372,6.460,1.880,0.370,0.510,0.210,0.004,228,127,95,32,5.976,6.280,35,20.30,,
2005.11.01,05X1953,040750A,2,0,2005.11.02,1300,4.400,0.499,0.270,0.051,128.620,2.060,4.730,3.470,3.670,0.420,0.300,0.240,0.054,64,40,33,7,6.690,7.290,25,27.88,,
2005.12.01,05X2019,040750A,1,0,2005.12.05,1154,4.790,0.994,0.280,0.082,29.680,0.650,4.860,6.490,2.020,0.380,0.510,0.230,0.010,226,139,103,36,5.986,6.320,30,21.21,,
2005.12.01,05X2021,040750A,2,0,2005.12.05,1240,4.560,1.050,0.270,0.051,103.380,1.690,4.470,3.780,3.590,0.380,0.300,0.260,0.060,96,52,43,9,6.549,7.160,25,27.07,,
2006.01.01,06X0026,040750A,1,0,2006.01.04,1240,4.970,1.715,0.270,0.083,36.220,0.810,3.664,6.660,2.170,0.400,0.530,0.180,0.022,200,109,80,29,6.026,6.400,25,23.26,,
2006.01.01,06X0027,040750A,2,0,2006.01.04,1318,4.810,2.565,0.270,0.044,79.800,1.710,3.332,4.090,3.650,0.390,0.310,0.200,0.024,93,55,49,6,6.378,7.030,15,28.87,,
2006.02.01,06X0133,040750A,1,0,2006.02.02,1230,4.670,2.052,0.270,0.073,23.470,0.560,3.524,6.370,2.060,0.380,0.510,0.210,0.017,223,127,84,43,5.861,6.130,25,22.22,,
2006.02.01,06X0134,040750A,2,0,2006.02.02,1300,4.530,3.084,0.280,0.036,60.500,1.530,2.749,3.980,3.440,0.370,0.290,0.170,0.008,102,57,54,3,6.226,6.980,15,26.77,,
2006.03.01,06X0262,040750A,2,0,2006.03.08,1215,4.590,3.598,0.310,0.055,80.350,1.990,2.910,4.260,3.860,0.410,0.320,0.190,0.025,111,60,46,14,6.311,7.050,15,29.69,,
2006.03.01,06X0259,040750A,91,0,2006.03.08,1132,5.010,1.650,0.300,0.089,53.110,1.030,3.171,7.960,2.490,0.480,0.590,0.250,0.068,180,80,54,26,6.391,6.860,25,24.85,,
2006.03.01,06X0260,040750A,92,0,2006.03.08,1134,5.040,1.655,0.310,0.088,48.840,1.050,3.124,7.650,2.490,0.480,0.590,0.250,0.067,177,76,51,25,6.384,6.950,25,24.95,,
2006.03.01,06X0261,040750A,93,0,2006.03.08,1136,5.030,1.652,0.300,0.087,51.890,1.060,3.171,7.770,2.470,0.480,0.590,0.260,0.066,177,79,50,29,6.392,6.890,25,25.05,,
2006.04.01,06X0414,040750A,2,0,2006.04.13,1200,3.790,0.820,0.280,0.049,180.230,4.650,4.003,4.140,4.320,0.430,0.310,0.270,0.395,100,46,43,3,6.392,7.410,30,32.00,,
2006.04.01,06X0411,040750A,91,0,2006.04.13,1130,4.110,1.555,0.250,0.081,25.550,0.580,3.932,4.710,1.890,0.360,0.450,0.260,0.008,242,107,91,16,5.896,6.100,30,19.60,,
2006.04.01,06X0412,040750A,92,0,2006.04.13,1132,4.860,1.617,0.250,0.081,24.310,0.560,4.052,4.740,1.870,0.360,0.440,0.260,0.008,246,108,83,25,5.903,6.120,30,19.50,,
2006.04.01,06X0413,040750A,93,0,2006.04.13,1134,4.110,1.554,0.230,0.073,25.740,0.560,3.919,4.700,1.880,0.360,0.440,0.260,0.009,229,107,83,24,5.910,6.100,30,19.50,,
2006.05.01,06X0483,040750A,2,0,2006.05.03,1225,3.880,1.747,0.290,0.049,104.140,1.660,3.508,3.400,3.610,0.380,0.300,0.240,0.108,110,39,35,4,6.755,7.160,20,27.30,,
2006.05.01,06X0480,040750A,91,0,2006.05.03,1146,4.570,0.750,0.260,0.087,38.880,0.700,3.923,4.270,2.050,0.390,0.500,0.240,-0.006,175,83,55,28,6.249,6.550,30,20.60,,
2006.05.01,06X0481,040750A,92,0,2006.05.03,1148,4.590,0.753,0.270,0.088,40.860,0.690,3.822,4.390,2.070,0.390,0.500,0.230,0.002,179,78,59,19,6.285,6.530,25,20.50,,
2006.05.01,06X0482,040750A,93,0,2006.05.03,1150,4.570,0.752,0.260,0.087,36.350,0.710,3.871,4.380,2.070,0.390,0.500,0.230,0.002,175,74,58,16,6.270,6.500,25,20.40,,
2006.06.01,06X0593,040750A,1,0,2006.06.08,1152,3.880,0.302,0.260,0.085,50.800,0.820,5.182,3.610,2.020,0.380,0.520,0.220,0.004,180,83,66,17,6.389,6.660,45,19.39,,
2006.06.01,06X0594,040750A,2,0,2006.06.08,1230,3.910,0.939,0.280,0.052,111.460,1.670,3.643,2.520,3.460,0.380,0.310,0.250,0.000,31,34,32,2,6.848,7.190,25,26.16,,
2006.07.01,06X0669,040750A,1,0,2006.07.05,1140,3.700,0.346,0.260,0.091,54.040,0.870,7.136,5.140,2.210,0.380,0.450,0.210,0.029,266,100,84,16,6.312,6.630,70,19.90,,
2006.07.01,06X0670,040750A,2,0,2006.07.05,1210,3.830,0.616,0.270,0.057,95.770,1.540,5.530,3.070,3.350,0.350,0.290,0.270,0.024,103,50,44,6,6.635,7.140,35,24.30,,
2006.08.01,06X0816,040750A,1,0,2006.08.02,1200,3.100,0.331,0.220,0.096,66.540,0.960,7.266,4.320,2.270,0.380,0.460,0.220,0.011,248,72,57,15,6.471,6.870,35,19.39,,
2006.08.01,06X0817,040750A,2,0,2006.08.02,1247,3.700,0.294,0.240,0.059,113.110,1.690,4.690,2.240,3.490,0.360,0.290,0.240,0.001,52,31,31,0,6.775,7.160,30,24.85,,
2006.09.01,06X1021,040750A,1,0,2006.09.14,1127,4.120,0.304,0.450,0.098,68.510,1.010,6.144,5.870,2.420,0.460,0.580,0.330,0.009,196,70,61,9,6.450,6.850,50,22.13,,
2006.09.01,06X1022,040750A,2,0,2006.09.14,1200,3.930,0.147,0.250,0.060,126.700,1.980,4.447,2.490,3.760,0.400,0.310,0.250,0.008,36,27,29,0,6.739,7.200,25,25.91,,
2006.10.01,06X1058,040750A,1,0,2006.10.02,1135,4.310,0.884,0.350,0.076,32.240,0.640,6.893,5.350,2.010,0.370,0.470,0.350,0.019,253,136,109,27,6.000,6.220,45,21.11,,
2006.10.01,06X1059,040750A,2,0,2006.10.02,1210,3.930,0.603,0.250,0.055,131.450,2.190,4.704,2.750,3.680,0.400,0.300,0.280,0.055,49,43,37,6,6.663,7.380,25,27.74,,
2006.11.01,06X1177,040750A,2,0,2006.11.02,1350,4.010,1.614,0.240,0.049,93.320,1.460,4.313,3.490,3.430,0.370,0.310,0.250,0.012,103,53,46,7,6.659,7.140,30,26.06,,
2006.11.01,06X1174,040750A,91,0,2006.11.02,1250,3.990,1.327,0.250,0.072,24.590,0.520,5.552,5.360,1.740,0.320,0.440,0.260,0.013,270,176,120,56,5.665,5.820,40,19.59,,
2006.11.01,06X1175,040750A,92,0,2006.11.02,1252,3.980,1.328,0.250,0.073,21.780,0.510,5.442,5.380,1.760,0.320,0.460,0.250,0.009,280,186,123,63,5.671,5.740,40,19.59,,
2006.11.01,06X1176,040750A,93,0,2006.11.02,1254,3.980,1.323,0.250,0.073,23.890,0.520,5.408,5.470,1.780,0.320,0.460,0.250,0.009,275,185,128,57,5.680,5.760,40,19.59,,
2006.12.01,06X1268,040750A,1,0,2006.12.06,1205,4.130,1.734,0.240,0.074,32.100,0.630,4.785,5.890,2.020,0.360,0.480,0.240,0.012,232,125,98,27,5.948,6.280,35,21.11,,
2006.12.01,06X1270,040750A,2,0,2006.12.06,1245,3.810,2.200,0.230,0.042,80.090,1.630,4.589,3.660,3.350,0.360,0.290,0.260,0.027,115,57,51,6,6.404,7.070,30,25.76,,
2007.01.01,07X0044,040750A,1,0,2007.01.04,1220,4.240,2.641,0.220,0.085,32.970,0.630,3.775,5.620,2.180,0.380,0.480,0.220,0.024,237,124,86,38,5.959,6.300,30,22.24,,
2007.01.01,07X0045,040750A,2,0,2007.01.04,1300,4.100,3.411,0.210,0.043,78.660,1.960,3.447,3.710,3.770,0.370,0.290,0.210,0.025,116,57,50,7,6.288,7.100,25,28.76,,
2007.02.01,07X0139,040750A,2,0,2007.02.08,1151,3.830,3.422,0.200,0.046,76.470,2.800,3.700,3.950,3.650,0.410,0.310,0.270,0.037,119,64,47,17,6.173,7.070,25,28.38,,
2007.02.01,07X0136,040750A,91,0,2007.02.08,1050,4.600,2.007,0.260,0.086,72.260,1.370,3.290,7.870,2.580,0.530,0.600,0.290,0.121,183,72,54,18,6.521,7.090,30,26.56,,
2007.02.01,07X0137,040750A,92,0,2007.02.08,1052,4.700,2.014,0.260,0.086,71.030,1.370,3.263,7.850,2.620,0.530,0.600,0.290,0.116,179,72,51,21,6.510,6.910,30,26.56,,
2007.02.01,07X0138,040750A,93,0,2007.02.08,1055,4.600,2.006,0.260,0.086,70.340,1.370,3.260,8.310,2.690,0.530,0.610,0.300,0.116,184,67,50,17,6.512,6.980,30,26.56,,
2007.03.01,07X0224,040750A,2,0,2007.03.08,1125,3.730,3.204,0.210,0.043,101.080,3.450,3.643,4.060,3.750,0.420,0.310,0.290,0.067,112,54,39,15,6.163,7.270,25,28.99,,
2007.03.01,07X0221,040750A,91,0,2007.03.08,1040,4.360,2.234,0.310,0.082,81.000,1.400,3.401,7.920,2.720,0.550,0.630,0.320,0.133,165,65,49,16,6.528,7.120,35,27.17,,
2007.03.01,07X0222,040750A,92,0,2007.03.08,1042,4.360,2.236,0.300,0.081,81.500,1.410,3.392,7.890,2.850,0.550,0.630,0.320,0.129,159,62,46,16,6.569,7.140,35,27.47,,
2007.03.01,07X0223,040750A,93,0,2007.03.08,1045,4.340,2.247,0.310,0.081,84.230,1.410,3.426,8.000,2.770,0.550,0.630,0.330,0.132,163,63,46,17,6.567,7.130,35,27.67,,
2007.04.01,07X0345,040750A,2,0,2007.04.05,1113,3.210,5.387,0.240,0.041,41.100,1.170,2.816,3.260,3.220,0.370,0.290,0.260,0.038,131,74,56,18,6.126,6.690,20,26.50,,
2007.04.01,07X0342,040750A,91,0,2007.04.05,1025,3.470,4.106,0.230,0.096,11.590,0.510,4.083,4.380,1.900,0.350,0.420,0.360,0.016,320,194,100,94,5.442,5.410,30,22.30,,
2007.04.01,07X0343,040750A,92,0,2007.04.05,1027,3.460,3.965,0.230,0.095,11.210,0.490,4.059,4.370,1.890,0.350,0.420,0.360,0.015,334,200,101,99,5.421,5.410,25,22.40,,
2007.04.01,07X0344,040750A,93,0,2007.04.05,1029,3.470,4.379,0.230,0.097,10.990,0.480,4.024,4.440,1.900,0.350,0.420,0.360,0.015,339,210,102,108,5.439,5.430,30,22.10,,
2007.05.01,07X0446,040750A,1,0,2007.05.02,1155,3.560,2.255,0.220,0.081,26.810,0.560,3.707,4.250,1.990,0.340,0.430,0.300,0.010,222,122,88,34,5.972,6.120,30,19.80,,
2007.05.01,07X0447,040750A,2,0,2007.05.02,1235,3.130,3.647,0.220,0.044,80.850,1.730,2.859,3.190,3.480,0.350,0.290,0.260,0.073,105,50,39,11,6.435,6.980,25,26.10,,
2007.06.01,07X0530,040750A,1,0,2007.06.05,1150,3.570,0.990,0.300,0.101,82.590,1.310,4.890,3.290,2.700,0.470,0.600,0.390,0.004,187,56,41,15,6.483,6.910,55,22.70,,
2007.06.01,07X0531,040750A,2,0,2007.06.05,1220,3.470,2.790,0.230,0.052,103.270,1.540,3.143,2.400,3.770,0.390,0.310,0.280,0.014,40,27,24,3,6.706,6.970,25,26.90,,
2007.07.01,07X0689,040750A,1,0,2007.07.05,1140,4.010,1.283,0.350,0.104,120.610,1.850,4.132,4.600,3.180,0.610,0.700,0.430,0.001,146,40,35,5,6.692,7.120,45,28.25,,
2007.07.01,07X0690,040750A,2,0,2007.07.05,1208,3.460,1.528,0.230,0.053,108.880,1.580,3.352,1.790,3.560,0.380,0.320,0.270,0.020,26,26,25,1,6.829,7.220,25,26.52,,
2007.08.01,07X0826,040750A,1,0,2007.08.08,1150,3.740,1.274,0.360,0.109,135.950,2.270,5.027,5.230,3.460,0.680,0.680,0.480,0.003,125,40,33,7,6.652,7.300,45,30.26,,
2007.08.01,07X0828,040750A,2,0,2007.08.08,1228,3.310,0.675,0.230,0.051,131.780,1.950,3.938,1.260,3.850,0.410,0.310,0.270,0.030,15,27,22,5,6.818,7.300,25,26.51,,
2007.09.01,07X0922,040750A,1,0,2007.09.10,1200,3.740,0.747,0.390,0.128,168.910,2.680,3.630,6.180,3.770,0.800,0.800,0.500,-0.007,72,33,25,8,6.812,7.470,25,32.75,,
2007.09.01,07X0924,040750A,2,0,2007.09.10,1255,3.110,0.179,0.210,0.064,146.000,2.410,4.688,1.280,4.000,0.440,0.320,0.290,0.007,20,26,22,4,6.779,7.420,25,27.18,,
2007.10.01,07X1026,040750A,1,0,2007.10.03,1140,10.120,1.172,0.530,0.103,113.480,1.830,4.244,6.160,4.900,1.060,0.820,0.620,-0.012,69,34,31,3,6.675,7.130,30,45.43,,
2007.10.01,07X1027,040750A,2,0,2007.10.03,1205,3.140,0.083,0.210,0.059,145.740,1.990,3.913,1.410,3.940,0.430,0.320,0.280,-0.002,10,25,23,2,6.973,7.280,20,26.77,,
2007.11.01,07X1168,040750A,1,0,2007.11.07,1135,5.760,0.696,0.380,0.092,37.710,0.750,5.443,6.550,2.480,0.470,0.550,0.290,0.036,235,126,99,27,6.111,6.380,35,24.56,,
2007.11.01,07X1169,040750A,2,0,2007.11.07,1220,3.790,0.606,0.270,0.054,126.680,1.900,4.543,2.580,3.750,0.420,0.310,0.310,0.014,52,39,34,5,6.896,7.250,25,27.11,,
2007.12.01,07X1236,040750A,1,0,2007.12.05,1245,5.550,1.039,0.320,0.090,39.350,0.910,3.884,6.170,2.540,0.450,0.540,0.210,0.046,194,99,75,24,6.208,6.600,20,24.02,,
2007.12.01,07X1238,040750A,2,0,2007.12.05,1330,4.110,1.159,0.270,0.051,96.160,2.340,3.881,3.360,3.430,0.390,0.320,0.260,0.062,105,51,45,6,6.305,7.120,20,25.75,,
2008.01.01,08X0017,040750A,1,0,2008.01.07,1118,4.810,1.565,0.290,0.083,43.590,1.060,3.672,6.570,2.530,0.450,0.520,0.220,0.052,193,90,63,27,6.198,6.620,20,24.15,,
2008.01.01,08X0018,040750A,2,0,2008.01.07,1205,4.190,2.850,0.270,0.039,82.450,1.690,3.152,3.820,3.880,0.390,0.270,0.170,0.023,94,41,43,0,6.475,7.030,10,28.23,,
2008.02.01,08X0130,040750A,1,0,2008.02.11,1110,4.520,1.813,0.360,0.081,31.970,0.960,3.868,6.170,2.280,0.410,0.530,0.250,0.033,243,96,81,15,5.906,6.380,25,22.41,,
2008.02.01,08X0131,040750A,2,0,2008.02.11,1202,3.800,2.835,0.250,0.042,72.100,1.850,3.282,3.610,3.500,0.360,0.260,0.200,0.048,130,53,56,0,6.201,6.990,20,26.26,,
2008.03.01,08X0195,040750A,1,0,2008.03.04,1030,4.520,1.822,0.280,0.080,43.660,1.120,3.011,6.580,2.380,0.440,0.500,0.230,0.052,193,81,67,14,6.137,6.580,20,23.35,,
2008.03.01,08X0196,040750A,2,0,2008.03.04,1120,3.820,2.556,0.280,0.047,78.780,2.420,2.940,3.670,3.500,0.370,0.280,0.190,0.071,127,55,45,10,6.139,7.100,20,26.39,,
2008.04.01,08X0323,040750A,1,0,2008.04.02,1035,3.750,2.092,0.210,0.086,14.580,0.720,5.224,4.340,1.920,0.310,0.350,0.310,0.027,274,196,149,47,5.450,5.550,35,19.57,,
2008.04.01,08X0325,040750A,2,0,2008.04.02,1140,3.700,2.940,0.250,0.043,65.450,1.480,3.027,3.540,3.260,0.350,0.260,0.200,0.030,116,57,61,0,6.316,6.940,15,24.94,,
2008.05.01,08X0496,040750A,1,0,2008.05.07,1030,4.220,0.415,0.200,0.082,41.150,0.740,3.946,3.720,2.110,0.350,0.430,0.210,-0.006,178,75,60,15,6.258,6.670,30,18.69,,
2008.05.01,08X0497,040750A,2,0,2008.05.07,1111,3.530,1.329,0.220,0.052,106.400,1.680,3.038,2.950,3.440,0.340,0.280,0.230,0.079,76,47,43,4,6.656,7.330,20,24.54,3.92,
2008.06.01,08X0576,040750A,2,0,2008.06.05,1255,3.540,0.871,0.240,0.058,117.590,1.470,3.215,2.300,3.590,0.350,0.280,0.230,0.038,44,37,38,0,6.811,7.240,20,23.28,,
2008.06.01,08X0573,040750A,91,0,2008.06.05,1210,4.050,0.328,0.230,0.099,75.260,1.260,4.055,3.080,2.700,0.430,0.500,0.230,0.006,133,51,51,0,6.470,7.070,30,21.66,,
2008.06.01,08X0574,040750A,92,0,2008.06.05,1212,4.050,0.325,0.230,0.098,73.170,1.240,4.052,3.040,2.700,0.430,0.490,0.230,0.007,133,51,47,4,6.504,7.080,30,21.45,6.50,
2008.06.01,08X0575,040750A,93,0,2008.06.05,1215,4.110,0.335,0.260,0.101,74.610,1.250,4.146,2.980,2.700,0.430,0.500,0.230,0.009,125,49,54,0,6.504,7.090,30,21.45,,
2008.07.01,08X0723,040750A,2,0,2008.07.09,1312,3.690,0.294,0.240,0.061,122.160,1.600,4.105,2.250,3.570,0.360,0.280,0.220,0.012,39,33,37,0,7.012,7.230,25,24.02,,
2008.07.01,08X0720,040750A,91,0,2008.07.09,1220,2.840,0.479,0.180,0.107,96.460,1.310,7.095,3.260,2.750,0.440,0.430,0.210,0.018,267,63,60,3,6.617,6.980,80,20.42,,
2008.07.01,08X0721,040750A,92,0,2008.07.09,1222,2.860,0.479,0.180,0.105,95.620,1.280,7.117,3.360,2.770,0.440,0.460,0.210,0.014,263,61,59,2,6.641,7.060,80,20.62,,
2008.07.01,08X0722,040750A,93,0,2008.07.09,1224,2.860,0.479,0.180,0.105,95.170,1.330,7.255,3.360,2.770,0.440,0.440,0.210,0.018,259,59,53,6,6.678,7.040,80,20.22,,
2008.08.01,08X0872,040750A,1,0,2008.08.14,1135,3.250,0.081,0.170,0.082,52.480,0.820,6.569,4.600,2.240,0.340,0.390,0.080,0.000,216,81,67,14,6.296,6.580,55,17.24,,
2008.08.01,08X0873,040750A,2,0,2008.08.14,1158,3.710,0.014,0.200,0.059,123.640,1.240,5.342,2.810,3.680,0.380,0.280,0.190,0.000,57,40,40,0,7.359,7.210,30,23.89,5.75,
2008.09.01,08X0962,040750A,1,0,2008.09.10,1015,3.140,0.285,0.360,0.104,115.150,1.780,6.669,5.710,3.010,0.460,0.550,0.180,-0.004,183,66,59,7,6.575,7.130,80,22.46,5.09,
2008.09.01,08X0963,040750A,2,0,2008.09.10,1100,4.070,0.019,0.220,0.069,117.110,1.290,6.712,3.220,3.720,0.370,0.270,0.180,-0.008,62,41,41,0,7.455,7.080,30,23.97,5.50,30.34
2008.10.01,08X1058,040750A,1,0,2008.10.06,1214,3.410,0.041,0.440,0.095,102.380,1.510,6.196,6.150,2.620,0.520,0.590,0.270,-0.004,141,69,70,0,6.552,6.980,50,22.29,5.01,
2008.10.01,08X1060,040750A,2,0,2008.10.06,1310,3.700,0.019,0.210,0.061,129.290,1.390,7.294,3.380,3.780,0.400,0.290,0.190,-0.005,22,40,48,0,6.984,7.190,35,23.49,5.18,48.64
2008.11.01,08X1165,040750A,1,0,2008.11.05,1200,4.240,0.238,0.270,0.084,33.960,0.600,5.308,5.340,2.010,0.330,0.450,0.170,0.000,255,136,115,21,6.022,6.280,40,18.33,3.33,
2008.11.01,08X1166,040750A,2,0,2008.11.05,1235,3.940,0.210,0.230,0.061,116.980,1.450,6.728,3.480,3.730,0.400,0.290,0.230,-0.001,67,46,52,0,6.860,7.180,30,24.67,6.39,21.24
2008.12.01,08X1264,040750A,1,0,2008.12.04,1052,4.300,0.697,0.220,0.078,39.960,0.750,4.314,5.700,2.010,0.360,0.440,0.160,0.000,229,109,86,23,6.200,6.540,30,19.18,,
2008.12.01,08X1265,040750A,2,0,2008.12.04,1140,4.210,1.067,0.220,0.048,80.290,1.590,3.652,3.590,3.230,0.360,0.250,0.170,0.000,93,55,55,0,6.522,7.140,20,23.39,2.04,4.94
2009.01.01,09X0055,040750A,1,0,2009.01.13,1100,4.894,0.994,0.272,0.090,65.340,1.150,3.435,6.770,2.590,0.430,0.460,0.170,0.032,175,78,66,12,6.415,6.820,25,22.32,,
